exclude	exclude_reason	DatasetID	Field_strength	Vendor	Coil	Date	Comment	SubjID	SessID	Strain	Sex	Weight	Age	Comment.1	Induction_time	Bolus_time	Deviation	Shimming_protocol	Shimming_order	Linewidth	Anat_ScanID	Anat_Sequence	Anat_Contrast	Func_ScanID	Func_run	Func_time	Note any deviation from functional protocol (e.g. FOV), or imaging artifacts -Joanes Grandjean Func_deviation	Temperature	Breathing	Heart	Other	Comment.2	tsnr.S1	tsnr.str	MFW	maxFW	Breathing_onset	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat
		3002	7.0	Bruker	Bruker quadrature surface coil	10/5/2021		sub-300200	ses-1	Wistar	Male	332.7	2.0		10:26	10:31		MAPSHIM	1st, 2nd	13.2	8	turboRARE	T2w	11		44		37.3/37.5/37.7	70/75/76				49.47018326	22.016692335	0.0085873405165529	0.0199476961084585	70.0	0.0020544666088421165	0.13522058897494418	-0.024621439835448303	0.0845541715590864	No	0.04296655907498886	0.0923134307789967	0.026018367054987574	0.007276540607658739	No	0.0020544666088421165	0.13522058897494418	-0.024621439835448303	0.0845541715590864	No	-0.01489637363415207	0.10080820586686355	-0.05343503386614235	0.04882502856174317	No	-0.028016980636522176	0.07282201867117762	-0.08014764417287024	0.022625289356801387	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/6/2021		sub-300201	ses-1	Wistar	Male	325.0	2.0		9:21	9:30		MAPSHIM	1st, 2nd	16.1	6	turboRARE	T2w	8		40		36.6/36.8/36.8	65/67/68				47.844314425	19.047149755	0.0107771383168693	0.0305496648635051	65.0	0.05033400302509766	0.04926511901926213	0.18544568567041836	-0.06619766750539371	Specific	0.022260667821717445	0.05786332165024176	0.12463541019565422	-0.018867217239914576	Specific	0.05033400302509766	0.04926511901926213	0.18544568567041836	-0.06619766750539371	Specific	0.04375660017511788	0.0418572945041514	0.17370136634594238	-0.01594304796253049	Specific	0.05086450944253178	0.04498082173111541	0.1845808750139813	-0.04445352618117392	Specific
		3002	7.0	Bruker	Bruker quadrature surface coil	10/6/2021		sub-300202	ses-1	Wistar	Male	297.8	2.0		10:36	10:46		MAPSHIM	1st, 2nd	13.2	6	turboRARE	T2w	8		40		36.2/36.5/36.6	61/63/66				54.5943764	23.990450495	0.0075773847664186	0.0231337560134747	61.0	0.02915289605053087	0.004996958447070391	0.13426647412166462	0.014318678159528295	Specific	0.04815005795385213	0.04136261685834979	0.11832065319467881	-0.000129086525211623	Specific	0.02915289605053087	0.004996958447070391	0.13426647412166462	0.014318678159528295	Specific	0.03287149735554103	0.006428203708939017	0.11630063735085232	0.012727059827893324	Specific	0.03685254649405564	0.005381870959518936	0.10511973804018604	0.01551577492699817	Specific
		3002	7.0	Bruker	Bruker quadrature surface coil	10/6/2021		sub-300203	ses-1	Wistar	Male	319.5	2.0		14:17	14:28		MAPSHIM	1st, 2nd	19.1	6	turboRARE	T2w	8		40		36.1/36.3/36.5	62/67/68				45.33811328	20.214180565	0.007924973688707	0.0211548647375389	62.0	-0.05697465703573664	0.2009342783794386	0.13112883533532735	0.13902056115172964	Unspecific	-0.025821425927290118	0.14142650775747426	0.1218278203318409	0.10576660473111275	Unspecific	-0.05697465703573664	0.2009342783794386	0.13112883533532735	0.13902056115172964	Unspecific	-0.04708205395793067	0.18330543505487165	0.11128994390855516	0.10867120098466299	Unspecific	-0.05139886325855466	0.1848693349252393	0.10501044570268016	0.09926856293450896	Specific
		3002	7.0	Bruker	Bruker quadrature surface coil	10/6/2021		sub-300204	ses-1	Wistar	Male	354.7	2.0		16:15	16:26		MAPSHIM	1st, 2nd	13.2	16	turboRARE	T2w	8		42	Reconstruction artifact in the 17th slice	36.3/36.3/36.3	66/68/70				57.811385225	23.43120492	0.0140780550504012	0.0341748729231519	66.0	0.0048023647203338845	0.07600723779461875	-0.0013751538025287445	-0.048715537479179984	No	0.010367300081359573	0.0454870858063605	0.035990141123261855	-0.03298860161897975	No	0.0048023647203338845	0.07600723779461875	-0.0013751538025287445	-0.048715537479179984	No	0.024663056025177037	0.07770473067475683	0.008403025468856804	-0.05707755550062514	No	0.03257696983047149	0.06077635627908427	0.01069273629417412	-0.05479760720900863	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/7/2021		sub-300205	ses-1	Wistar	Female	216.6	2.0		8:46	8:56		MAPSHIM	1st, 2nd	20.5	6	turboRARE	T2w	8		40		36.3/36.4/36.8	56/60/61				50.95316755	18.88348336	0.0076922701081693	0.0189996478591775	56.0	-0.015753740226190954	0.04401958746044908	-0.024065623768940062	-0.04625240651018929	No	0.014539870036218202	0.04584186706721348	-0.025185028164596494	-0.0657641085762113	No	-0.015753740226190954	0.04401958746044908	-0.024065623768940062	-0.04625240651018929	No	-0.024011929876297418	0.004615734590703413	-0.024153446470397535	-0.05674165101762969	No	-0.021517967470527345	-3.461787178501882e-05	-0.0378600808754142	-0.05900449920820097	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/7/2021		sub-300206	ses-1	Wistar	Female	185.0	2.0		10:01	10:11		MAPSHIM	1st, 2nd	17.6	6	turboRARE	T2w	8		40		36.6/36.8/37.0	56/55/56				71.599412565	23.252825575	0.0154755813575024	0.0398593355628883	56.0	-0.022633863141590327	0.11791155057304449	0.13000311848244972	-0.00994130815145532	Specific	0.0030579535657594146	0.10063441297825407	0.10495305772992548	-0.0009108523407655581	Specific	-0.022633863141590327	0.11791155057304449	0.13000311848244972	-0.00994130815145532	Specific	-0.04711449877623661	0.10291212149913637	0.1329390399346511	-0.02253038571781016	Specific	-0.038253820659490026	0.09832552700504057	0.10955235535305355	-0.03424800779190466	Specific
		3002	7.0	Bruker	Bruker quadrature surface coil	10/7/2021		sub-300207	ses-1	Wistar	Female	203.6	2.0		11:15	11:24		MAPSHIM	1st, 2nd	19.1	6	turboRARE	T2w	8		40		36.8/36.8/37.0	59/60/60				49.44416392	19.26678625	0.0096614430886051	0.0289947850845891	59.0	-0.015409719860314454	0.1851278456602689	0.12973947082616358	0.01085990466522124	Specific	0.03801414264323141	0.1332109552095672	0.11694066477615858	0.026909446856237147	Specific	-0.015409719860314454	0.1851278456602689	0.12973947082616358	0.01085990466522124	Specific	-0.03120188927679169	0.11025824479233205	0.1182792850864476	-0.026237844655562795	Specific	-0.030274317070510034	0.11253452828270093	0.08648251527812421	-0.0531390459402041	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/7/2021		sub-300208	ses-1	Wistar	Female	211.6	2.0		13:42	13:52		MAPSHIM	1st, 2nd	16.1	6	turboRARE	T2w	8		40		36.8/37.1/37.3	62/64/67				61.25068754	19.843003995	0.0082901026687338	0.022833695024356	62.0	0.05405172143994375	0.06117220117525863	0.07775422457094497	0.04692998020056816	No	0.03637161586233614	0.0693108856425391	0.0006956163178410053	0.08783802306811485	No	0.05405172143994375	0.06117220117525863	0.07775422457094497	0.04692998020056816	No	0.02409791332515662	0.09039136281824153	0.04294766153994208	0.0338651450941412	No	0.02610946190864849	0.07880037299285242	0.02551629164780073	0.01983217437898064	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/8/2021		sub-300209	ses-1	Wistar	Female	201.1	2.0		12:32	12:44		MAPSHIM	1st, 2nd	19.1	12	turboRARE	T2w	8		40		36.3/36.7/36.8	51/55/55				68.27877997499999	23.854757915	0.0091476349239424	0.0244024891277187	51.0	-0.018247353162482462	0.18151062219752145	0.2650937780666674	-0.02955344132780899	Specific	-0.0031793224747284706	0.10937099622992387	0.19844912011040355	0.022827693266473645	Specific	-0.018247353162482462	0.18151062219752145	0.2650937780666674	-0.02955344132780899	Specific	-0.008963963800141235	0.1636390742574789	0.17989417791826337	-0.09655668769103036	Specific	-0.011887343820408023	0.15744810674891754	0.17327285260175174	-0.10926077040468903	Specific
		3003	7.0	Clinscan	2x2 phased array	1/9/2021		sub-300301	ses-1	Wistar	Male	366.0	2.0	No ear bars	12:37	12:48				57.0	3	TSE	T2w	6	1	45	T +5 mins	35.5	53				11.631056839	6.811633295	0.0256626763369175	0.0709576983534669	53.0	0.17874148434563353	0.10186825826153119	0.07842996504234444	0.04655992281018368	No	0.12408198429860315	0.0998853501199272	0.1266691575863641	0.042370359110937235	Specific	0.1934382923068579	0.0862236917870611	0.09175275316555377	0.04515829193889244	No	0.14644451585347906	0.15359345749756526	0.101357735868935	0.03791404356683384	Specific	0.16005433878064051	0.13262887942203513	0.10904605350186593	0.014061661965374577	Specific
		3003	7.0	Clinscan	2x2 phased array	1/9/2021		sub-300302	ses-1	Wistar	Male	319.0	2.0		13:58	14:16				59.0	5	TSE	T2w	9	1	39		35.6	45				0.0	0.0	0.0229585349337244	0.0639932988985879	45.0	0.0	0.0	0.0	0.0	No	0.0	0.0	0.0	0.0	No	0.0	0.0	0.0	0.0	No	0.0	0.0	0.0	0.0	No	0.0	0.0	0.0	0.0	No
		3003	7.0	Clinscan	2x2 phased array	1/9/2021		sub-300303	ses-1	Wistar	Male	338.0	2.0		15:23	15:48				82.0	3	TSE	T2w	7	1	40		34.9	42				16.733373834	10.65598828	0.0207075775169538	0.0472327794539758	42.0	0.01659788611830047	0.17600331457777796	0.1153632175811225	0.15423027690268504	Unspecific	-0.023573909432390922	0.1510782701364131	0.08878865111160929	0.1081666536267013	Spurious	0.01659788611830047	0.17600331457777796	0.1153632175811225	0.15423027690268504	Unspecific	0.024859465342454562	0.10783491369364204	0.1387680438066232	0.10915917936986284	Unspecific	0.01986451157114178	0.10244136637197598	0.116505893124397	0.08440717557186038	Specific
		3003	7.0	Clinscan	2x2 phased array	1/9/2021		sub-300304	ses-1	Wistar	Male	284.0	2.0		16:53	17:03				119.0	3	TSE	T2w	7	1	43		35.2	42				23.46550723	11.7764188	0.018484813550447	0.0515929740985089	42.0	0.093854130226649	0.23641405555959055	0.09122302814691904	0.045935007431398035	No	0.11417629638661218	0.21391653401562283	0.09002922506462217	0.02849567485831293	No	0.09030661859690527	0.2364987287015202	0.09302430679291082	0.04795187599950915	No	0.1804640535898331	0.2128647730185323	0.08244055948430813	0.045623502036951445	No	0.13112808420617278	0.1879928749107512	0.06611976134775006	0.013481602531238543	No
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300305	ses-1	Wistar	Female	264.0	2.0		9:37	9:52	4min after bolus to 1%			49.0	3	TSE	T2w	7	1	41		35.1	40				24.15668664	13.99242563	0.0189626404287739	0.0536106559773944	40.0	0.08318570074296751	0.17178934463743212	0.04653286150995241	-0.1736950965743277	Spurious	0.13140584172099715	0.2226752246106959	0.12192143454792649	-0.1682021149173876	Specific	0.07966421124356154	0.16794681653342886	0.05368282254951935	-0.17910554102292126	Spurious	0.6021436605991759	0.5523673134057157	0.10147576505438431	0.006316662906003991	Specific	0.5935023388517467	0.559876153545973	0.09488934998559931	-0.03092921453076035	No
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300306	ses-1	Wistar	Female	227.0	2.0		10:53	11:05				54.0	3	TSE	T2w	7	1	41		34.8	32				34.946976975	15.628773005	0.0202555180537553	0.0492929609186978	32.0	0.12153124673577353	0.03316476981168705	0.03418778137022087	0.06031089517358422	No	0.12805976134609556	0.036154401340851225	0.06362242206426229	0.08003619461960192	No	0.12153124673577353	0.03316476981168705	0.03418778137022087	0.06031089517358422	No	0.07104379803195775	0.1019206014174455	-0.001712351014518891	0.09883852376566463	No	0.06946913510126097	0.09237952273093812	-0.026429439859233895	0.08116514694459129	No
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300307	ses-1	Wistar	Female	217.0	2.0		12:08	12:22				41.0	3	TSE	T2w	9	1	41		35.1	46				23.473921945	11.75721753	0.0180705922902814	0.0499473496135621	46.0	0.10289021869442233	0.23878313277954302	0.09400292857842853	0.0645837400761344	No	0.12785464880452052	0.23150254952613097	0.08635520294417882	0.027944098230608373	No	0.10289021869442233	0.23878313277954302	0.09400292857842853	0.0645837400761344	No	0.197230003672326	0.19692134366783468	0.10201206494699555	0.07045620053360914	Specific	0.15995308703368685	0.1951728565590409	0.0878076894859806	0.04657170081248058	No
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300308	ses-1	Wistar	Female	214.0	2.0		13:24	13:37				58.0	3	TSE	T2w	7	1	41		34.7	52				25.30612854	16.06500893	0.0160421554516077	0.0430946566998975	52.0	0.1925921363725941	0.12224080907307817	0.19370839033916448	0.21823008333469168	Unspecific	0.12767403561267912	0.11610387625480935	0.17674920999854907	0.1524854562557509	Unspecific	0.1925921363725941	0.12224080907307817	0.19370839033916448	0.21823008333469168	Unspecific	-0.1649169859080868	0.04499494155149598	0.055530007799260574	-0.006703599167289707	No	-0.2550699153146318	0.034937548261675465	0.028916513706048315	-0.09452816069324435	No
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300309	ses-1	Wistar	Female	223.0	2.0		14:39	14:49				51.0	3	TSE	T2w	7	1	40		34.9	50				19.58684967	10.853478085	0.0216543394462024	0.051918030444052	50.0	0.42863579314246314	0.3269722972306059	0.07004387684652805	0.04709846250303859	No	0.34190432877876237	0.3111436469474956	0.05843792263696436	0.03303027346805788	No	0.4235970263448972	0.3243773172363211	0.05428911654045024	0.053946076998344764	No	0.39663392552176585	0.3139489675643457	0.07592230595000792	0.0766352393998973	No	0.3956358012201177	0.2910809827749623	0.04899515580459787	0.05747872682439875	No
		3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300400	ses-1	F344	Female	173.0	3.0	vendor: Charles River	8:59	9:10	initiation: 4% ISO in O2; animal positioning under 2% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		12	TurboRARE	T2w	13	1		FOV larger than protocol	36.8/36.8/37.1	66/67/72			Paravision 5.1	28.179307115	14.09528396	0.0155001975758624	0.0467876525875165	66.0	0.9971098295985342	0.9827655896375714	0.9768023779776347	0.9186038358961097	Unspecific	0.9941841983079921	0.9692178576885455	0.9598709413297501	0.8987550757078843	Unspecific	0.9971098295985342	0.9827655896375714	0.9768023779776347	0.9186038358961097	Unspecific	-0.00582686421035953	0.16015419268580575	0.32815413457975945	0.1425734805980811	Unspecific	0.015202848441564342	0.14704482256307602	0.2999502034787181	0.10028667965919019	Unspecific
		3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300401	ses-1	F344	Female	165.0	3.0	vendor: Charles River	10:14	10:30	initiation: 4% ISO in O2; animal positioning under 1.5% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		6	TurboRARE	T2w	10	1		FOV larger than protocol	36.8/37.0/37.3	53/56/56			Paravision 5.1	62.361772515	21.256259285	0.0311495574913562	0.109387994286429	53.0	0.05160293859000943	-0.008306723121777205	0.14447750334244802	0.08993020990741443	Specific	-0.008877480218695003	0.03410505619373287	0.02793520793664579	0.053595425007227436	No	-0.04780875699843951	0.07266994337018907	0.19289736309035335	0.05735698028095925	Specific	0.06609629536114126	0.07423175019835898	0.16703758496060514	0.07070991201203783	Specific	0.06391267088091622	0.05805022851092815	0.16130575837222752	0.043147130678439505	Specific
		3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300402	ses-1	F344	Female	157.0	3.0	vendor: Charles River	11:37	11:52	initiation: 4% ISO in 100 ml/min O2 and 500 ml/min air; animal positioning under 1.5% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		9	TurboRARE	T2w	12	1		FOV larger than protocol	36.9/36.8/37.1	57/57/59			Paravision 5.1	51.89667810499999	28.6643606	0.0136848432565919	0.0438665371408916	57.0	-0.0379731271286126	0.17520511424341634	0.01665874458523203	0.1112125006100139	Spurious	-0.020363846731999265	0.0800667412967897	0.01639563513191719	0.06708664730123802	No	-0.0379731271286126	0.17520511424341634	0.01665874458523203	0.1112125006100139	Spurious	-0.035283873589781856	0.27410019936562	0.012175139790822574	0.09279869856794605	No	-0.0459923373371569	0.2798080684299902	0.015476736267833704	0.10593134256613689	Spurious
yes	epi2anat	3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300403	ses-1	F344	Female	162.0	3.0	vendor: Charles River	12:56	13:12	initiation: 4% ISO in 100 ml/min O2 and 500 ml/min air; animal positioning under 1.5% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		5	TurboRARE	T2w	9	1		FOV larger than protocol	37.2/37.0/36.8	60/59/59			Paravision 5.1	23.65222581	4.7105406515	0.0212739712494078	0.0931449414969591	60.0	0.005395793576224468	0.0	-0.06099515555875395	0.03423636335371203	No	0.03201508992373577	0.0	-0.01877467238699581	0.020178398595072027	No	0.043401386217662444	0.0	-0.05182236295600845	0.029199622026556765	No	-0.005840027531930628	0.0	-0.03483466077706661	0.04667426017162832	No	-0.009525541167748633	0.0	-0.035004510577677984	0.045161774028446636	No
		3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300404	ses-1	F344	Female	159.0	3.0	vendor: Charles River	14:07	14:19	initiation: 4% ISO in 100 ml/min O2 and 500 ml/min air; animal positioning under 1.5% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		5	TurboRARE	T2w	9	1		FOV larger than protocol	36.9/37.1/37.4	35/36/37			Paravision 5.1	59.87037359999999	25.679352985	0.0278656063806598	0.107333493690331	35.0	0.026301081693249094	0.04696034262419721	-0.03993317092149521	0.018804179868301157	No	0.05283137290090449	0.05399087186150176	-0.11698046467661422	-0.013070840030910469	Spurious	0.06316056422769781	0.027914350778084535	-0.11591651873870867	-0.005021639271972522	Spurious	0.03283270931236783	0.05000815881970812	-0.03818256974947687	-0.0158151482476707	No	0.03298352137743677	0.07558199849155935	-0.03691614197211548	-0.025962936719325085	No
