exclude	exclude_reason	DatasetID	Field_strength	Vendor	Coil	Date	Comment	SubjID	SessID	Strain	Sex	Weight	Age	Comment.1	Induction_time	Bolus_time	Deviation	Shimming_protocol	Shimming_order	Linewidth	Anat_ScanID	Anat_Sequence	Anat_Contrast	Func_ScanID	Func_run	Func_time	Note any deviation from functional protocol (e.g. FOV), or imaging artifacts -Joanes Grandjean Func_deviation	Temperature	Breathing	Heart	Other	Comment.2	Breathing_onset	Temperature_onset	MFW	maxFW	tsnr.S1	tsnr.str	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat
		3002	7.0	Bruker	Bruker quadrature surface coil	10/5/2021		sub-300200	ses-1	Wistar	Male	332.7	2.0		10:26	10:31		MAPSHIM	1st, 2nd	13.2	8	turboRARE	T2w	11		44		37.3/37.5/37.7	70/75/76				70.0	37.3	0.008616823883238435	0.0235841632869399	49.16696873	22.018748115	-0.0028638641173789	0.1277706461508122	-0.0352851911520114	0.0802924698911714	No	0.037905932585604	0.0994635868451566	0.0158117556312803	0.0147909654944537	No	-0.0028638641173789	0.1277706461508122	-0.0352851911520114	0.0802924698911714	No	-0.0092494854805142	0.0902966511269595	-0.0717747440567983	0.0677956384731904	No	-0.0242804509907797	0.0676996070671607	-0.0983315052688724	0.0322380315543615	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/6/2021		sub-300201	ses-1	Wistar	Male	325.0	2.0		9:21	9:30		MAPSHIM	1st, 2nd	16.1	6	turboRARE	T2w	8		40		36.6/36.8/36.8	65/67/68				65.0	36.6	0.010471418112592388	0.0304841889337783	47.517264315	19.048124235	0.0517882822446527	0.0329123453358079	0.1874324601649586	-0.0660353342765581	Specific	0.0251105256849055	0.0461127714636678	0.1253375425998973	-0.0117832426428406	Specific	0.0517882822446527	0.0329123453358079	0.1874324601649586	-0.0660353342765581	Specific	0.0609449821309647	0.0354728628000387	0.1556722629953967	0.0088340157607425	Specific	0.0603187353102476	0.0354033004525417	0.1640562021645415	-0.014862961286931	Specific
		3002	7.0	Bruker	Bruker quadrature surface coil	10/6/2021		sub-300202	ses-1	Wistar	Male	297.8	2.0		10:36	10:46		MAPSHIM	1st, 2nd	13.2	6	turboRARE	T2w	8		40		36.2/36.5/36.6	61/63/66				61.0	36.2	0.007959471532635768	0.0248179883873904	57.18972840000001	23.62473499	0.0428260613324874	0.0051532975224648	0.1734186916735379	-0.0268474541192977	Specific	0.0447289062984842	0.0376455713223211	0.1512333509258645	-0.0337322057484361	Specific	0.0428260613324874	0.0051532975224648	0.1734186916735379	-0.0268474541192977	Specific	0.0450962230622922	-0.0180006978354874	0.1764395911581403	0.0254797264897065	Specific	0.0527988183991591	-0.0125672756009726	0.1650312799712227	0.0269534094607105	Specific
		3002	7.0	Bruker	Bruker quadrature surface coil	10/6/2021		sub-300203	ses-1	Wistar	Male	319.5	2.0		14:17	14:28		MAPSHIM	1st, 2nd	19.1	6	turboRARE	T2w	8		40		36.1/36.3/36.5	62/67/68				62.0	36.1	0.007773828935377438	0.016857897742102	45.508291240000005	20.26854742	-0.0426905727360253	0.1987378247287501	0.1271514268709011	0.1481926978804373	Unspecific	-0.0194319094367554	0.1382789559762715	0.1190993307295944	0.1071258751587198	Unspecific	-0.0426905727360253	0.1987378247287501	0.1271514268709011	0.1481926978804373	Unspecific	-0.0453382128643855	0.1667323760370838	0.1047811892941913	0.1317167054763426	Unspecific	-0.0464000399661148	0.1680760578512512	0.1023864074875662	0.123522716915055	Unspecific
		3002	7.0	Bruker	Bruker quadrature surface coil	10/6/2021		sub-300204	ses-1	Wistar	Male	354.7	2.0		16:15	16:26		MAPSHIM	1st, 2nd	13.2	16	turboRARE	T2w	8		42	Reconstruction artifact in the 17th slice	36.3/36.3/36.3	66/68/70				66.0	36.3	0.014062323186144145	0.0342018275957464	58.123215275	23.01759375	-0.001625351687778	0.048321808880525	0.0019456528775095	-0.037435414692255	No	0.007620621612449	0.0303823350976621	0.0378447367789382	-0.0261025490518975	No	-0.001625351687778	0.048321808880525	0.0019456528775095	-0.037435414692255	No	-0.0051343202995438	0.0445135760161077	0.0210201845792089	-0.0478030606485765	No	-0.0075875332723908	0.0289061309070237	0.0169219429954733	-0.0479613274593905	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/7/2021		sub-300205	ses-1	Wistar	Female	216.6	2.0		8:46	8:56		MAPSHIM	1st, 2nd	20.5	6	turboRARE	T2w	8		40		36.3/36.4/36.8	56/60/61				56.0	36.3	0.007855397190512632	0.0199488180815546	51.146491785	18.861546375	-0.0057800579771763	0.0528891864826122	-0.0136461781048511	-0.0421680928934813	No	0.0199050615196443	0.0476157438386665	-0.0210962645401639	-0.0690383199488239	No	-0.0057800579771763	0.0528891864826122	-0.0136461781048511	-0.0421680928934813	No	-0.0293711969695788	0.0445834207174886	-0.0425933401048951	-0.0633492514823663	No	-0.0239575402774269	0.0413650551671484	-0.0572470717858173	-0.0687386668899075	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/7/2021		sub-300206	ses-1	Wistar	Female	185.0	2.0		10:01	10:11		MAPSHIM	1st, 2nd	17.6	6	turboRARE	T2w	8		40		36.6/36.8/37.0	56/55/56				56.0	36.6	0.014484335225318598	0.0418896106252112	71.99783325	23.076978015	-0.0331748027639289	0.1225774555983721	0.1211820502955113	-0.0232827916600199	Specific	-0.0077398786570752	0.1073519139517043	0.0928895133925745	-0.0085922552377026	No	-0.0331748027639289	0.1225774555983721	0.1211820502955113	-0.0232827916600199	Specific	-0.0530108680365218	0.0998494833421275	0.1175767823584914	-0.0352780500222	Specific	-0.0421167399496396	0.0949359037549008	0.0984425252346799	-0.0490261566877913	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/7/2021		sub-300207	ses-1	Wistar	Female	203.6	2.0		11:15	11:24		MAPSHIM	1st, 2nd	19.1	6	turboRARE	T2w	8		40		36.8/36.8/37.0	59/60/60				59.0	36.8	0.009495518368414717	0.0263438240419213	49.701199765	19.299389945	-0.0178167197175607	0.1685252105971633	0.1298559298348571	0.0151999506105571	Specific	0.0384057517901072	0.1229230061312937	0.1136374156152665	0.0341801940428286	Specific	-0.0178167197175607	0.1685252105971633	0.1298559298348571	0.0151999506105571	Specific	-0.0270343664415303	0.1212568850462958	0.1188483413331088	-0.0148972727040504	Specific	-0.0336236565177998	0.126484161346282	0.091161420423837	-0.0379881288808226	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/7/2021		sub-300208	ses-1	Wistar	Female	211.6	2.0		13:42	13:52		MAPSHIM	1st, 2nd	16.1	6	turboRARE	T2w	8		40		36.8/37.1/37.3	62/64/67				62.0	36.8	0.008494741105025783	0.022229398581127	61.75487266	19.879310255	0.0579258307950427	0.0527758817632949	0.1056592711963347	0.0503447986594922	Specific	0.0389169987862848	0.0738090737727595	0.0179681617905543	0.0844766478307506	No	0.0579258307950427	0.0527758817632949	0.1056592711963347	0.0503447986594922	Specific	0.0350079602716532	0.0637457326453251	0.0757789562825535	0.0596002285707569	No	0.0378705121382886	0.0572297332999301	0.0574767101013851	0.0429496805607469	No
		3002	7.0	Bruker	Bruker quadrature surface coil	10/8/2021		sub-300209	ses-1	Wistar	Female	201.1	2.0		12:32	12:44		MAPSHIM	1st, 2nd	19.1	12	turboRARE	T2w	8		40		36.3/36.7/36.8	51/55/55				51.0	36.3	0.008861317307242265	0.0283652625621193	67.9522384	23.886204665	-0.0215330886357192	0.1592157849433911	0.2574953612406159	-0.0307639881675695	Specific	-0.0064971625086314	0.0943186128254311	0.1978523962764823	0.0222763728718815	Specific	-0.0215330886357192	0.1592157849433911	0.2574953612406159	-0.0307639881675695	Specific	-0.0151959243437943	0.1417356793876575	0.1693844878449223	-0.1114717390607725	Specific	-0.0216440773034926	0.1262118463048276	0.1559982265860069	-0.1176692971863356	Specific
		3003	7.0	Clinscan	2x2 phased array	1/9/2021		sub-300301	ses-1	Wistar	Male	366.0	2.0	No ear bars	12:37	12:48				57.0	3	TSE	T2w	6	1	45	T +5 mins	35.5	53				53.0	35.5	0.027396226460410792	0.0835721304046882	11.9159652855	6.869480395	0.1998445828706104	0.1100546609404388	0.1004556646942568	0.0303249812743933	Specific	0.1397510928145654	0.0847864746246777	0.1453198320192185	0.0549215629553711	Specific	0.1555453037887144	0.1195671682922816	0.0775131463378944	0.0340648505191651	No	0.1649720356266599	0.1344531010005963	0.1282526848269129	0.0533789749106931	Specific	0.182949029901507	0.115489172985758	0.1258599240962077	0.0227832023794891	Specific
		3003	7.0	Clinscan	2x2 phased array	1/9/2021		sub-300302	ses-1	Wistar	Male	319.0	2.0		13:58	14:16				59.0	5	TSE	T2w	9	1	39		35.6	45				45.0	35.6	0.019934804571558766	0.0503432992469649	17.8827700455	9.494558185	0.0705536365893431	0.1183147008940121	0.0034764441755287	0.0675909174833492	No	0.0563024050056917	0.1269824312241525	0.0267022954019168	0.0482277252444993	No	0.0714518030451365	0.1180583443716988	0.0040515169148526	0.0665077029663941	No	0.0269983492349997	0.1264805091835661	0.0260648604085855	0.0373524755012714	No	0.0628337133254657	0.0963577423742581	0.0311589090275045	-0.0071541372377254	No
yes	epi2anat	3003	7.0	Clinscan	2x2 phased array	1/9/2021		sub-300303	ses-1	Wistar	Male	338.0	2.0		15:23	15:48				82.0	3	TSE	T2w	7	1	40		34.9	42				42.0	34.9	0.019939333542893362	0.0455058499262903	13.044152615	7.90448933	0.0265847576114946	0.0012071922923937	0.0398254615580312	0.1394803350704244	Spurious	0.0622758657765008	0.0311655459541915	0.0051678130119664	0.1159198072091299	Spurious	0.0265847576114946	0.0012071922923937	0.0398254615580312	0.1394803350704244	Spurious	0.0481111512993953	-0.0160661240667876	0.0467073014506079	0.136359134525338	Spurious	0.043491040358044	-0.0134232840256648	0.041203619789021	0.1051326553826651	Spurious
		3003	7.0	Clinscan	2x2 phased array	1/9/2021		sub-300304	ses-1	Wistar	Male	284.0	2.0		16:53	17:03				119.0	3	TSE	T2w	7	1	43		35.2	42				42.0	35.2	0.017969046460306917	0.0454333783532401	23.805224295000002	11.77453785	0.0838326558790401	0.2865230193816495	0.1062005580374075	0.0640241238902031	Specific	0.0997504674057722	0.2369467054470813	0.0879527197472944	0.0321214107574774	No	0.0838326558790401	0.2865230193816495	0.1062005580374075	0.0640241238902031	Specific	0.1864279722853508	0.2194307243138147	0.0882522230555561	0.0384971468485529	No	0.1530858617233064	0.200158028176622	0.070840499321283	0.0068495014077624	No
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300305	ses-1	Wistar	Female	264.0	2.0		9:37	9:52	4min after bolus to 1%			49.0	3	TSE	T2w	7	1	41		35.1	40				40.0	35.1	0.019044679395712378	0.048469149735218	25.085871554999997	13.99318148	0.0860718580856044	0.1959192445954674	0.0472577389173945	-0.1398804374746742	Spurious	0.1339028140608165	0.2295574691800226	0.1093229557695324	-0.1573371717302864	Specific	0.0860718580856044	0.1959192445954674	0.0472577389173945	-0.1398804374746742	Spurious	0.5489096937998111	0.5487189995329668	0.1285464659866111	0.0134106324979682	Specific	0.5379335248204778	0.5584854044443056	0.1235322248528663	-0.0224221747524484	Specific
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300306	ses-1	Wistar	Female	227.0	2.0		10:53	11:05				54.0	3	TSE	T2w	7	1	41		34.8	32				32.0	34.8	0.020319839217782208	0.0553216506346481	29.99790683	13.802142585	0.1712240982631425	0.0141808405800257	0.0542700118420303	0.0458314757040498	No	0.1992261229115183	0.0632355962034236	0.0185186734103196	0.026502688798001	No	0.1708980473827275	0.0138046611324042	0.0575289760998349	0.0453244375463934	No	0.1468026176773788	0.039252151161413	0.0612550353414201	0.0504988610600801	No	0.1367606693733219	0.0124766920549767	0.0636851535802033	0.032997362407395	No
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300307	ses-1	Wistar	Female	217.0	2.0		12:08	12:22				41.0	3	TSE	T2w	9	1	41		35.1	46				46.0	35.1	0.01819411778590023	0.0463165137903229	23.147264695	12.252285945	0.0721164442350493	0.3301700586990649	0.0743446336632376	0.0474587109290044	No	0.0917291716174751	0.2691255261415139	0.0650464322347075	0.0297364618015896	No	0.0721164442350493	0.3301700586990649	0.0743446336632376	0.0474587109290044	No	0.124577032700672	0.2664330407885743	0.068772352588134	0.0480007885958764	No	0.1012568571133732	0.2514440723915935	0.0681932164339369	0.0293527138079741	No
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300308	ses-1	Wistar	Female	214.0	2.0		13:24	13:37				58.0	3	TSE	T2w	7	1	41		34.7	52				52.0	34.7	0.01672279781885225	0.0395513629525324	25.84127486	15.32009637	0.1445872290518972	0.0980876856485726	0.1134320381387844	-0.0252139124933684	Specific	0.0941427220840626	0.10432338034429	0.117018456148907	-0.0343368211660226	Specific	0.1445872290518972	0.0980876856485726	0.1134320381387844	-0.0252139124933684	Specific	-0.2618034292253134	0.144719251546268	0.1370098849919788	0.1111079434244857	Unspecific	-0.3002058962481514	0.0898296173635743	0.1263686183505902	0.1469418705059848	Unspecific
		3003	7.0	Clinscan	2x2 phased array	2/9/2021		sub-300309	ses-1	Wistar	Female	223.0	2.0		14:39	14:49				51.0	3	TSE	T2w	7	1	40		34.9	50				50.0	34.9	0.021644330388923577	0.0513132606403888	19.21416451	11.17893358	0.386131790435523	0.3460896076348678	0.0887951147950438	0.0410099997405933	No	0.2981210709455935	0.3345926838889337	0.0930011754732724	0.0505390720494547	No	0.3863686501688619	0.3481135606566675	0.0869170285582237	0.0436461492061826	No	0.3108016272391455	0.3862803051394376	0.1216290270534302	0.1177295709452649	Unspecific	0.3217664959526179	0.365062748609598	0.0903752126860427	0.085957473099199	No
		3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300400	ses-1	F344	Female	173.0	3.0	vendor: Charles River	8:59	9:10	initiation: 4% ISO in O2; animal positioning under 2% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		12	TurboRARE	T2w	13	1		FOV larger than protocol	36.8/36.8/37.1	66/67/72			Paravision 5.1	66.0	36.8	0.014444020905061354	0.0446511487084296	27.81677674	14.04815929	0.0405535849802035	0.1481886493132412	0.2522838011409607	-0.0546193895380927	Specific	0.0015041035868457	0.1765278547383708	0.2008196048774783	-0.0624564964859432	Specific	0.0405535849802035	0.1481886493132412	0.2522838011409607	-0.0546193895380927	Specific	0.0427393312953674	0.1628108843970188	0.3169950285326966	0.1098776521412324	Unspecific	0.0697372194066044	0.1498837380819268	0.2907375928988162	0.0677226002962641	Specific
		3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300401	ses-1	F344	Female	165.0	3.0	vendor: Charles River	10:14	10:30	initiation: 4% ISO in O2; animal positioning under 1.5% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		6	TurboRARE	T2w	10	1		FOV larger than protocol	36.8/37.0/37.3	53/56/56			Paravision 5.1	53.0	36.8	0.03382285833791968	0.122702900620277	60.680176005	20.82155194	0.0685312431598685	-0.024507430699127	0.1842469003263586	0.0741558609663438	Specific	-0.0055025244293324	0.0168440593391342	0.0568435549818842	0.0381711667995712	No	0.0760519707301861	-0.0363915375333106	0.1716355867059555	-0.018057597109745	Specific	0.0722774352541718	0.0261894856926621	0.1641578538393817	0.0592509504990957	Specific	0.0717014210384216	0.0155750319844493	0.1598981050523455	0.0337209898292926	Specific
		3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300402	ses-1	F344	Female	157.0	3.0	vendor: Charles River	11:37	11:52	initiation: 4% ISO in 100 ml/min O2 and 500 ml/min air; animal positioning under 1.5% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		9	TurboRARE	T2w	12	1		FOV larger than protocol	36.9/36.8/37.1	57/57/59			Paravision 5.1	57.0	36.9	0.014538049693301407	0.0662677083965787	56.04701956	26.74530584	-0.0073303484929968	0.1277842664221136	0.0261845848014191	0.1518951793655444	Spurious	0.000878022074793	0.0854888636486608	0.0256615331137465	0.0954894480129609	No	-0.0075279358623137	0.1186017621468964	0.0249193777143479	0.1542889242692874	Spurious	0.0039537182895053	0.2583819672002794	-0.0087512990396909	0.1856433907289421	Spurious	-0.0011511078820591	0.2688859424543813	-0.0065926386395106	0.15609300124456	Spurious
		3004	9.4	Bruker	2 cm surface coil	10/4/2021	R-surface / T-volume	sub-300403	ses-1	F344	Female	162.0	3.0	vendor: Charles River	12:56	13:12	initiation: 4% ISO in 100 ml/min O2 and 500 ml/min air; animal positioning under 1.5% ISO, scanning under med + 0.4% Iso, both with 100 ml/min O2, 500 ml/min air	MAPSHIM	2nd		5	TurboRARE	T2w	9	1		FOV larger than protocol	37.2/37.0/36.8	60/59/59			Paravision 5.1	60.0	37.2	0.020746274803286415	0.0871378214144279	66.67824046999999	28.38083882	0.1463944827553179	0.2089109188485364	0.0901505205963474	0.1509544148799897	Spurious	0.1093298016959729	0.1682951765226636	0.0714950503135555	0.1338570448144433	Spurious	0.1687727157441036	0.1706874439210907	0.0729113647874495	0.1522143583894869	Spurious	0.1498580421970049	0.2724398222407374	0.1345150073883728	0.1503204848626131	Unspecific	0.1568060023818488	0.2702753812480827	0.1119013801485862	0.1089871871564041	Unspecific
