exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment	tsnr.S1	tsnr.str	MFW	maxFW	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat
		1002	100200	1	A2	08-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	93			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							34.062819805000004	18.806295195	0.0085137439755771	0.0216376962542087	0.0279164930498036	0.0680626898459571	0.0804425806929509	-0.0517473522244928	No	0.0156841119578144	-0.0156419664914713	0.0884589387028936	-0.0137832975890842	No	0.0279164930498036	0.0680626898459571	0.0804425806929509	-0.0517473522244928	No	0.1999135396161445	0.2830806605686186	0.2681019495118726	0.195605748923582	Unspecific	0.1099543703029436	0.2259345226866667	0.1289885500470219	0.021969328899277	Specific
		1002	100200	2	A2_repeat	23-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	108			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							32.47372086	16.623462315	0.0085550186959729	0.0224282399279703	0.0597089080440056	0.0346863598654191	-0.0562313650315951	-0.064853049283164	No	0.042986648578311	0.1034686014099062	-0.0751801185618712	-0.025333145874892	No	0.0597089080440056	0.0346863598654191	-0.0562313650315951	-0.064853049283164	No	0.1862396862136585	0.0952881592868691	0.0650525264835078	0.1142245352640116	Spurious	0.1543618488357682	0.0558886356791404	-0.0747539385772677	-0.0393927763029729	No
		1002	100201	1	A3	08-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	93			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							31.285853975	18.343076395	0.0091102441580088	0.0247169592659269	0.0961782800230223	-0.0434414939722286	0.0129485785999731	-0.0161146573220652	No	0.0994434939924412	-0.053159820590422	0.0055269157635749	-0.0111223804076506	No	0.0961782800230223	-0.0434414939722286	0.0129485785999731	-0.0161146573220652	No	0.1742260971452552	0.0031767813801052	-0.0065484468148823	0.1659708594643433	Spurious	0.0793322483946646	-0.0799309066841202	-0.1617388140864289	0.0622654954772424	Spurious
		1002	100201	2	A3_repeat	23-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	108			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							33.11225288	16.768909655	0.0095121486332625	0.021917747283705	0.1042527709395596	-0.0851585104955615	0.1540782882387059	0.1427430326846083	Unspecific	0.0880704139176662	-0.043409195860538	0.0723141108074895	0.1051406453506804	Spurious	0.1042527709395596	-0.0851585104955615	0.1540782882387059	0.1427430326846083	Unspecific	0.362361160961895	0.0065888192286452	0.1125607848809973	0.3528980912440981	Unspecific	0.1987618800793814	-0.0493620005172079	0.0106752205547678	0.244961221729942	Spurious
		1002	100202	1	A4	21-Jun-16	Sprague Dawley	Sprague Dawley	Male	0-2	45			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							40.778479285	18.05726052	0.0116823842279107	0.0381558707408045	0.0060559064961562	0.1379446725115376	0.2807485167635732	0.2221826111512195	Unspecific	-0.0452623809997885	0.0715209214388339	0.1842510358567379	0.1623579864316918	Unspecific	0.0060559064961562	0.1379446725115376	0.2807485167635732	0.2221826111512195	Unspecific	0.0630575091903573	-0.0977816924687765	0.0976171565791085	0.2388489678486285	Spurious	0.0048208837705648	-0.0879294925686171	0.0140968634753092	0.1380237657692333	Spurious
		1002	100202	2	A4_repeat	05-Jul-16	Sprague Dawley	Sprague Dawley	Male	0-2	59			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							43.889102355000006	20.235245205	0.0108142835658931	0.0292533127501362	0.1014701723880146	0.1518663574589569	-0.0115710690447598	0.0022960882158484	No	0.0828809395255084	0.0993637514782079	-0.0060310269708678	0.0031310900863494	No	0.1014701723880146	0.1518663574589569	-0.0115710690447598	0.0022960882158484	No	0.0504072331557313	0.1945169387457655	0.1925301846828229	0.1776119343463689	Unspecific	-0.0055009970426162	0.0844023323153604	0.0124307845770593	-0.0203923781094667	No
		1002	100203	1	A5	21-Jun-16	Sprague Dawley	Sprague Dawley	Male	0-2	45			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							36.629239135	16.57987713	0.0166783380120944	0.0370995201381007	0.1010450954507592	0.0431609557965403	0.128557133194857	-0.0165513319409587	Specific	0.0411789223825025	0.0793596409901209	0.1094935298886235	0.0211114281623728	Specific	0.1010450954507592	0.0431609557965403	0.128557133194857	-0.0165513319409587	Specific	0.2199416590573605	0.1234601115389533	0.2243258345601671	0.1643971321595689	Unspecific	0.1167768102746428	0.0260712756690734	0.0415429225436063	0.1304821126931096	Spurious
		1002	100203	2	A5_repeat	05-Jul-16	Sprague Dawley	Sprague Dawley	Male	0-2	59			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							39.683782525	17.649397075	0.0097228762261965	0.0336710981720413	0.2526959695624696	0.0136616462973907	0.1522429616547759	0.1783630162953412	Unspecific	0.1751588175895219	0.0005383005820337	0.1243712203716035	0.1436330519728791	Unspecific	0.2526959695624696	0.0136616462973907	0.1522429616547759	0.1783630162953412	Unspecific	0.4031986855682323	0.1506755820571778	0.2121778334929808	0.2581452448060097	Unspecific	0.2020363145269461	0.1633195115256228	0.0735095454988617	0.0226115364956339	No
		1002	100204	1	Cage 1 A2	30-Mar-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	200-250	230	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured	Isoflurane was delivered in 100% pure oxygen	Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							34.090811575000004	14.15601726	0.011045675388189	0.0296346076548766	0.0265010167433838	0.0847878134705306	0.1525559826186852	-0.0241996936234029	Specific	0.049924815849954	0.0288372092428171	0.1329351382174332	-0.0138987492288571	Specific	0.0265010167433838	0.0847878134705306	0.1525559826186852	-0.0241996936234029	Specific	0.1608336955017519	0.1542477329068794	0.3190312186694642	0.1089261132559388	Unspecific	0.0948704596614486	0.0925630788454469	0.1556875154020679	-0.0770397133178371	Specific
		1002	100205	1	Cage 7 A1	30-Mar-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	250-300	255	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							35.924996234999995	19.55164441	0.0097702625632727	0.0277970972327704	-0.0710296721779374	-0.1386681864120071	-0.0246348622285012	-0.0787432930138296	No	-0.0589742014885209	-0.0926976470933669	-0.0054543884251797	-0.0275737757613502	No	-0.0710296721779374	-0.1386681864120071	-0.0246348622285012	-0.0787432930138296	No	0.2541346630262105	0.0901316536346239	0.2688720259257018	0.2854850044689815	Unspecific	-0.0316120597114566	-0.0583168452814288	0.0828099349077312	0.066571228441606	No
		1002	100206	1	Cage 7 A2	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	200-250	235	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							31.51023388	18.506677495	0.0110194977313202	0.028809054170174	-0.1274711420292434	0.0575763001747473	-0.0029984514934053	-0.0336569702344032	No	-0.0027939606226641	0.0048330601355627	0.013788300049096	0.0103685084420978	No	-0.1274711420292434	0.0575763001747473	-0.0029984514934053	-0.0336569702344032	No	-0.1016985764602944	0.1286653158247778	0.099789368063713	0.1577886884578317	Spurious	-0.0938957826075534	0.0293868251563375	0.0342133111438241	0.0625277582173663	No
		1002	100207	1	Cage 8 A2	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	200-250	245	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							35.65600101	18.172573845	0.0094333000755449	0.0245535546261184	0.031856017845925	-0.004816761376598	-0.0872069539872818	-0.0589626035653566	No	0.066123818892812	0.0095943129239283	-0.0574339065930196	-0.0715918468479272	No	0.031856017845925	-0.004816761376598	-0.0872069539872818	-0.0589626035653566	No	0.1004505636119135	0.1051529058897	0.094991022172367	0.1820562361807419	Spurious	0.0343243891877823	-0.0038144863439817	-0.067283004361956	-0.0583225246992004	No
		1002	100208	1	Cage 9 A1	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	250-300	259	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							42.136183255	20.990437325	0.0118491911830333	0.0337201516571041	0.0813130593771536	0.1759522205420081	0.0807896609325943	-0.1780759102133345	Spurious	0.0574303240231025	0.1302453719577601	0.0202395451848844	-0.1085372052935217	Spurious	0.0813130593771536	0.1759522205420081	0.0807896609325943	-0.1780759102133345	Spurious	0.0440982050321443	0.285124309866551	0.1566282636487239	0.0661211253180719	Specific	0.0015186932900925	0.2187341077842834	0.0178592939572597	-0.0379730387538998	No
		1002	100209	1	Cage 9 A2	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	250-300	252	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							36.089908955	18.506740015	0.0098317331964141	0.0265982819793466	0.0844201030539767	-0.0896529479466443	0.0309220112011995	0.0109929181205212	No	0.0629614191457842	-0.0473038322602755	0.0208969141339141	-0.0078614083619145	No	0.0844201030539767	-0.0896529479466443	0.0309220112011995	0.0109929181205212	No	0.0935230760850487	0.1187696136906658	0.0930979131035089	0.2624225327781146	Spurious	0.0632969540610709	-0.0455222174090715	0.0086186282092021	0.013589814630147	No
