exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment	tsnr.S1	tsnr.str	MFW	maxFW	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat	aromas_ACA_MCA	aromas_ACA_cat	aromal_ACA_MCA	aromal_ACA_cat	aromasr_ACA_MCA	aromasr_ACA_cat	WMCSFs_ACA_MCA	WMCSFs_ACA_cat	GSRs_ACA_MCA	GSRs_ACA_cat
		1002	100200	1	A2	08-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	93			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							34.062819805000004	18.806295195	0.0085137439755771	0.0216376962542087	0.02791649304980365	0.06806268984595719	0.08044258069295095	-0.051747352224492865	No	0.015684111957814464	-0.015641966491471385	0.0884589387028936	-0.013783297589084217	No	0.02791649304980365	0.06806268984595719	0.08044258069295095	-0.051747352224492865	No	0.19991353961614453	0.2830806605686186	0.26810194951187266	0.19560574892358204	Unspecific	0.10995437030294368	0.2259345226866667	0.12898855004702195	0.02196932889927701	Specific	-0.025938780792717525	No	0.05904447195174408	No	-0.025938780792717525	No	0.17331876060458443	Unspecific	0.056158677767874345	No
		1002	100200	2	A2_repeat	23-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	108			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							32.47372086	16.623462315	0.0085550186959729	0.0224282399279703	0.05970890804400567	0.03468635986541918	-0.05623136503159514	-0.06485304928316407	No	0.042986648578311075	0.10346860140990628	-0.07518011856187128	-0.02533314587489201	No	0.05970890804400567	0.03468635986541918	-0.05623136503159514	-0.06485304928316407	No	0.1862396862136585	0.09528815928686916	0.06505252648350786	0.1142245352640116	Spurious	0.15436184883576828	0.05588863567914049	-0.07475393857726775	-0.039392776302972915	No	0.06295760411786024	No	0.07361633209206465	No	0.06295760411786024	No	0.15562688841270336	Unspecific	-0.009680872606730761	No
		1002	100201	1	A3	08-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	93			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							31.285853975	18.343076395	0.0091102441580088	0.0247169592659269	0.09617828002302235	-0.04344149397222861	0.01294857859997319	-0.016114657322065202	No	0.0994434939924412	-0.05315982059042206	0.0055269157635749674	-0.011122380407650666	No	0.09617828002302235	-0.04344149397222861	0.01294857859997319	-0.016114657322065202	No	0.1742260971452552	0.0031767813801052177	-0.006548446814882347	0.16597085946434337	Spurious	0.0793322483946646	-0.0799309066841202	-0.16173881408642896	0.06226549547724248	Spurious	0.05457707427730988	No	0.042649513491799906	No	0.05457707427730988	No	0.21973796642116009	Unspecific	0.0763420267399464	No
		1002	100201	2	A3_repeat	23-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	108			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							33.11225288	16.768909655	0.0095121486332625	0.021917747283705	0.10425277093955962	-0.08515851049556158	0.1540782882387059	0.14274303268460833	Unspecific	0.0880704139176662	-0.043409195860538	0.07231411080748959	0.1051406453506804	Spurious	0.10425277093955962	-0.08515851049556158	0.1540782882387059	0.14274303268460833	Unspecific	0.362361160961895	0.006588819228645228	0.11256078488099736	0.35289809124409816	Unspecific	0.19876188007938145	-0.04936200051720791	0.01067522055476786	0.244961221729942	Spurious	0.17530830371521522	Unspecific	0.16144137727583643	Unspecific	0.17530830371521522	Unspecific	0.4303154616599419	Unspecific	0.3559526322436906	Unspecific
		1002	100202	1	A4	21-Jun-16	Sprague Dawley	Sprague Dawley	Male	0-2	45			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							40.778479285	18.05726052	0.0116823842279107	0.0381558707408045	0.006055906496156245	0.1379446725115376	0.28074851676357326	0.22218261115121954	Unspecific	-0.04526238099978851	0.07152092143883397	0.18425103585673794	0.16235798643169183	Unspecific	0.006055906496156245	0.1379446725115376	0.28074851676357326	0.22218261115121954	Unspecific	0.0630575091903573	-0.09778169246877656	0.09761715657910858	0.2388489678486285	Spurious	0.004820883770564892	-0.08792949256861712	0.014096863475309253	0.1380237657692333	Spurious	0.21650879481434493	Unspecific	0.09180051471823913	Spurious	0.21650879481434493	Unspecific	0.36115368605125797	Unspecific	0.2928350730188657	Unspecific
		1002	100202	2	A4_repeat	05-Jul-16	Sprague Dawley	Sprague Dawley	Male	0-2	59			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							43.889102355000006	20.235245205	0.0108142835658931	0.0292533127501362	0.10147017238801469	0.15186635745895696	-0.011571069044759817	0.002296088215848412	No	0.08288093952550844	0.0993637514782079	-0.006031026970867827	0.003131090086349441	No	0.10147017238801469	0.15186635745895696	-0.011571069044759817	0.002296088215848412	No	0.0504072331557313	0.19451693874576553	0.19253018468282299	0.17761193434636893	Unspecific	-0.005500997042616241	0.08440233231536044	0.012430784577059343	-0.020392378109466792	No	0.1463562764440266	Specific	0.10484318544145133	Specific	0.1463562764440266	Specific	0.2119399935825229	Unspecific	0.06371000800863591	No
		1002	100203	1	A5	21-Jun-16	Sprague Dawley	Sprague Dawley	Male	0-2	45			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							36.629239135	16.57987713	0.0166783380120944	0.0370995201381007	0.10104509545075928	0.04316095579654039	0.12855713319485704	-0.016551331940958796	Specific	0.04117892238250258	0.07935964099012091	0.10949352988862353	0.021111428162372863	Specific	0.10104509545075928	0.04316095579654039	0.12855713319485704	-0.016551331940958796	Specific	0.21994165905736057	0.12346011153895332	0.2243258345601671	0.16439713215956892	Unspecific	0.11677681027464286	0.02607127566907345	0.04154292254360632	0.1304821126931096	Spurious	0.15883316129433206	Specific	0.07058975004360946	No	0.15883316129433206	Specific	0.4372378895643875	Unspecific	0.41590698292024825	Unspecific
		1002	100203	2	A5_repeat	05-Jul-16	Sprague Dawley	Sprague Dawley	Male	0-2	59			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							39.683782525	17.649397075	0.0097228762261965	0.0336710981720413	0.2526959695624696	0.013661646297390754	0.15224296165477597	0.17836301629534126	Unspecific	0.1751588175895219	0.0005383005820337831	0.12437122037160352	0.14363305197287918	Unspecific	0.2526959695624696	0.013661646297390754	0.15224296165477597	0.17836301629534126	Unspecific	0.40319868556823235	0.15067558205717788	0.2121778334929808	0.25814524480600975	Unspecific	0.20203631452694615	0.1633195115256228	0.0735095454988617	0.022611536495633914	No	0.4144728487091303	Unspecific	0.2798033507225377	Unspecific	0.4144728487091303	Unspecific	0.3686528839829122	Unspecific	0.20553169181062284	Specific
		1002	100204	1	Cage 1 A2	30-Mar-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	200-250	230	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured	Isoflurane was delivered in 100% pure oxygen	Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							34.090811575000004	14.15601726	0.011045675388189	0.0296346076548766	0.026501016743383884	0.0847878134705306	0.15255598261868522	-0.024199693623402935	Specific	0.04992481584995409	0.02883720924281712	0.13293513821743327	-0.013898749228857114	Specific	0.026501016743383884	0.0847878134705306	0.15255598261868522	-0.024199693623402935	Specific	0.1608336955017519	0.1542477329068794	0.3190312186694642	0.10892611325593882	Unspecific	0.09487045966144862	0.09256307884544697	0.1556875154020679	-0.07703971331783717	Specific	0.1151276359142468	Specific	0.03893243324438294	No	0.1151276359142468	Specific	0.2627900531064239	Unspecific	0.11058054441072954	Specific
		1002	100205	1	Cage 7 A1	30-Mar-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	250-300	255	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							35.924996234999995	19.55164441	0.0097702625632727	0.0277970972327704	-0.07102967217793744	-0.13866818641200718	-0.024634862228501284	-0.07874329301382962	No	-0.05897420148852093	-0.09269764709336699	-0.005454388425179758	-0.027573775761350287	No	-0.07102967217793744	-0.13866818641200718	-0.024634862228501284	-0.07874329301382962	No	0.25413466302621057	0.09013165363462397	0.26887202592570186	0.28548500446898156	Unspecific	-0.031612059711456614	-0.05831684528142887	0.0828099349077312	0.06657122844160607	No	-0.05783098976674614	No	-0.033187742034494316	No	-0.05783098976674614	No	0.2870998520220771	Unspecific	0.0829524547755635	No
		1002	100206	1	Cage 7 A2	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	200-250	235	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1	0.05	300.0		mapshim	AllShims	300000	yes	LR							31.51023388	18.506677495	0.0110194977313202	0.028809054170174	-0.1274711420292434	0.05757630017474732	-0.002998451493405341	-0.03365697023440324	No	-0.0027939606226641514	0.004833060135562771	0.013788300049096057	0.01036850844209786	No	-0.1274711420292434	0.05757630017474732	-0.002998451493405341	-0.03365697023440324	No	-0.10169857646029448	0.12866531582477783	0.099789368063713	0.15778868845783173	Spurious	-0.09389578260755348	0.029386825156337504	0.034213311143824185	0.0625277582173663	No	-0.08228488636579498	No	-0.044179412126418696	No	-0.08228488636579498	No	0.0588797168854496	Spurious	-0.1351710537342947	Spurious
