exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment	aromas_CPu_CPu	aromas_MOp_MOp	aromas_S1bf_S1bf	aromas_S1bf_ACA	aromas_S1bf_cat	aromal_CPu_CPu	aromal_MOp_MOp	aromal_S1bf_S1bf	aromal_S1bf_ACA	aromal_S1bf_cat	aromasr_CPu_CPu	aromasr_MOp_MOp	aromasr_S1bf_S1bf	aromasr_S1bf_ACA	aromasr_S1bf_cat	WMCSFs_CPu_CPu	WMCSFs_MOp_MOp	WMCSFs_S1bf_S1bf	WMCSFs_S1bf_ACA	WMCSFs_S1bf_cat	GSRs_CPu_CPu	GSRs_MOp_MOp	GSRs_S1bf_S1bf	GSRs_S1bf_ACA	GSRs_S1bf_cat	tsnr.S1	tsnr.str	MFW
		1002	100201	1	A3	08-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	93			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.0895753545431212	0.0935268231768771	-0.02505472739548	-0.1113366330147847	Spurious	0.0354910850272795	-0.0167045543951254	-0.0528172091398821	-0.0820075968148288	No	0.0895753545431212	0.0935268231768771	-0.02505472739548	-0.1113366330147847	Spurious	0.1952473005123246	0.1048010233624204	0.0152317073645571	0.041840670364042	No	0.0812423470038874	0.0296859196334319	-0.1334475894159434	-0.0427859488430479	Spurious	45.254945735	18.817338735	0.0091286377175267
		1002	100201	2	A3_repeat	23-Jun-16	Sprague Dawley	Sprague Dawley	Male	2-4	108			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.0633389945036461	0.0403607512781693	0.1494363719567848	0.0634459123620502	Specific	-0.0030690948455796	0.0014125421563559	0.0975567728260469	0.051247678301358	No	0.0633389945036461	0.0403607512781693	0.1494363719567848	0.0634459123620502	Specific	0.2949036527249848	0.152360001630068	-0.051099015028263	0.2284312649060517	Spurious	0.1385038861608063	0.0912769445526178	-0.0776834151913627	0.2717555439822319	Spurious	43.098718635	16.99807672	0.0093825038410033
		1002	100202	1	A4	21-Jun-16	Sprague Dawley	Sprague Dawley	Male	0-2	45			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							-0.1117912973004581	-0.0088902758177239	0.2502236297944382	0.1681458537937606	Unspecific	-0.0386067909304987	0.0172252117291322	0.1059506967049617	0.0557557970677411	Specific	-0.1117912973004581	-0.0088902758177239	0.2502236297944382	0.1681458537937606	Unspecific	-0.0400416183296197	-0.0478545714567375	-0.1098973172530159	0.0239359857078422	Spurious	-0.0986182255657873	-0.0072937058895047	-0.0866133202923718	0.0340151506024661	No	49.617676895	18.459031665	0.0121318840073973
		1002	100202	2	A4_repeat	05-Jul-16	Sprague Dawley	Sprague Dawley	Male	0-2	59			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.0981960201283504	0.0711319560425062	-0.0335439095449004	-0.0108040479358982	No	0.0323907945270124	0.0217224239837586	0.0392872695062283	0.0172159045862629	No	0.0981960201283504	0.0711319560425062	-0.0335439095449004	-0.0108040479358982	No	0.1092057712313072	0.1775414363259295	0.1723903199084861	0.1186737299893675	Unspecific	0.0997397514302016	0.0565981073033452	0.0558684019224581	-0.0265966987607679	No	52.18239196	21.133970405	0.0086495333923075
		1002	100203	1	A5	21-Jun-16	Sprague Dawley	Sprague Dawley	Male	0-2	45			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.1307243345795409	0.203836739072665	0.0306071972093167	0.2033137720084471	Spurious	0.0676199767281074	0.1895444317931862	0.0360338422010703	0.1277861114627486	Spurious	0.1307243345795409	0.203836739072665	0.0306071972093167	0.2033137720084471	Spurious	0.1213134557200336	0.1048582728479496	0.0988754903461543	0.2902279047691138	Spurious	0.0297251921450462	0.0627038455049348	-0.0657204562531017	0.3141806052612297	Spurious	46.58631408	17.235685745	0.0168737860490593
		1002	100203	2	A5_repeat	05-Jul-16	Sprague Dawley	Sprague Dawley	Male	0-2	59			Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min	320.0	250-380 beats/min	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.2346390453718958	0.1446682917748893	0.3078846791135841	0.2405692977765831	Unspecific	0.1376459955444321	0.0787294904982602	0.1703610113803023	0.0934184331337837	Specific	0.2346390453718958	0.1446682917748893	0.3078846791135841	0.2405692977765831	Unspecific	0.2447034304314417	0.2850432200607346	0.2078698437820912	0.0868238542938464	Specific	0.0826220527366298	0.2547227648514961	0.1520755406590451	-0.0576015244192853	Specific	49.17000331	17.892931625	0.0100447555405436
		1002	100204	1	Cage 1 A2	30-Mar-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	200-250	230	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured	Isoflurane was delivered in 100% pure oxygen	Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.0512441034758788	-0.0243795255973225	0.1204965359299387	-0.0683241626775074	Specific	0.0812162146526827	-0.0081083460088923	0.0905237020760608	0.0052144147534127	No	0.0512441034758788	-0.0243795255973225	0.1204965359299387	-0.0683241626775074	Specific	0.1013510224953848	0.0137335008489427	0.2454593730141064	0.0713743913075621	Specific	0.0338584303185143	0.0492360395857463	0.1729181968918553	-0.0426648261810639	Specific	44.422438025000005	15.02175898	0.0108850516683273
		1002	100205	1	Cage 7 A1	30-Mar-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	250-300	255	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							-0.0708426314794759	-0.0399035710466222	-0.1540005650001191	-0.0225109348886706	Spurious	-0.0396369670257628	-0.0333647791526888	-0.1043234226564485	-0.0446008924029512	Spurious	-0.0708426314794759	-0.0399035710466222	-0.1540005650001191	-0.0225109348886706	Spurious	-0.0267909921593971	0.0792837992297718	0.0739229210874041	0.1302927961558357	Spurious	-0.0449705817103346	0.0470823605077743	0.0037966253106842	0.0266847315183587	No	49.571116075000006	20.642258	0.0105654152498222
		1002	100206	1	Cage 7 A2	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	200-250	235	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							-0.0739978407037845	0.0255982178458668	0.0364597417381779	0.2203306284076127	Spurious	-0.0558134673493199	0.0727523525954751	0.0454216906943164	0.0734016522653602	No	-0.0739978407037845	0.0255982178458668	0.0364597417381779	0.2203306284076127	Spurious	0.0052906830022804	0.0732212729749762	0.117503086999151	0.2818714308622557	Unspecific	-0.0219033261920435	-0.0020855237442211	0.0649735613490116	0.2510230416150086	Spurious	51.215074925	20.95176757	0.0100242625114031
		1002	100207	1	Cage 8 A2	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	200-250	245	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.0908153645552715	0.0486269042113903	-0.0480326367255623	-0.1051594230871096	Spurious	0.0571192492234479	0.0180149718436961	-0.0231571430087381	-0.0951300937158153	No	0.0908153645552715	0.0486269042113903	-0.0480326367255623	-0.1051594230871096	Spurious	0.0991605599421135	0.1796313374198039	0.0401987133917725	0.0130568785528043	No	0.0905687654849971	0.1473583906800895	0.0072384761631579	-0.064494279075834	No	47.024594985	19.6023658	0.0094344149594695
		1002	100208	1	Cage 9 A1	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	250-300	259	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.0574416654811976	0.1752808529215979	0.1590319590179323	-0.0157106619663667	Specific	0.0590667165777212	0.1168205493766346	0.0370030790353315	0.0214570202456662	No	0.0574416654811976	0.1752808529215979	0.1590319590179323	-0.0157106619663667	Specific	0.0339221646409317	0.2826204490908538	0.0526602477301657	-0.0004456415924626	No	0.0353216883628231	0.2538634526992106	0.0048737966909329	-0.0550895826567123	No	52.398817365	22.40844177	0.0111605319389275
		1002	100209	1	Cage 9 A2	06-Apr-19	Sprague Dawley	Sprague Dawley	Male	0-2	49	250-300	252	Animal Resources Centre (Canning Vale, Western Australia)	Breeding subsidiary		resting-state	isoflurane	4	isoflurane	2	air	50.0	50	free-breathing	50.0	40-60 breaths/min		Not measured	36.5-38	Not measured		Bruker	AVANCEIII	9.4	T/R	T volume and rat brain surface R		turboRARE	T2	2.5	0.033	GE-EPI	1.5	0.011	90.0	0.3 mm x 0.3 mm	21.0	1.0	0.05	300.0		mapshim	AllShims	300000	yes	LR							0.0312116487233277	-0.096265658603818	-0.1290837299057198	-0.0214259964540883	Spurious	0.0393192902167522	-0.0278720534044021	-0.1159047175446803	0.0085353237709799	Spurious	0.0312116487233277	-0.096265658603818	-0.1290837299057198	-0.0214259964540883	Spurious	0.0811759628289309	0.0083163139848163	0.0343883727605228	0.1401339003640817	Spurious	0.037960940490093	-0.0838089746644683	-0.0912858809111125	-0.0206606323568888	No	47.19393954	19.924500315	0.009773670412669
